id,claim,label,evidence
1618,Gilead sciences to donate 1.5 hour dose of remdesivir,REFUTED,"['The donation to the United States is part of 1.5 million vials of remdesivir the company is donating worldwide.', 'Assuming a 10-day treatment course, Gileads donation of 1.5 million individual doses of remdesivir equates to more than 140,000 treatment courses that will be provided at no cost to treat patients following potential emergency authorizations and regulatory approvals, including this EUA.', 'Gilead pledged to donate its initial supply of the drug, or 1.5 million doses.']"
2272,Sars-cov-2 infection promotes airway motile cilia and impairs mucociliary clearance.,REFUTED,"['We examined the functional and structural consequences of SARS-CoV-2 infection in a reconstituted human bronchial epithelium model.', 'SARS-CoV-2 reverse genetics reveals a variable infection gradient in the respiratory tract.', 'This study identifies cilia damage as a pathogenic mechanism that could facilitate SARS- CoV-2 spread to the deeper lung parenchyma.', 'Rather, SARS-CoV-2 replication led to a rapid loss of the ciliary layer, characterized at the ultrastructural level by axoneme loss and misorientation of remaining basal bodies.']"
1698,Microwave or autoclave not destroy the infectivity of infectious bronchitis virus and avian pneumovirus but allow detection by reverse transcriptase-polymerase chain reaction,REFUTED,"['Autoclaving and microwave treatment for as little as 20 sec destroyed the infectivity of all four viruses.', 'Microwave treatment appears to be a satisfactory method of inactivating virus while preserving nucleic acid for PCR identification.', 'However, both IBV and APV could be detected by reverse transcriptase (RT)-PCR after autoclaving and as long as 5 min microwave treatment (Newcastle disease virus and avian influenza viruses were not tested).']"
2680,Cdc releases existing resources and tools to support opening schools,REFUTED,"['""The CDC resources released today will help parents, teachers and administrators make practical, safety-focused decisions as this school year begins.', 'The resources, available at https://www.cdc.gov/coronavirus/2019-ncov/community/schools- childcare/index.html, also provide students, school administrators, parents, guardians, or caregivers the information they need to guide their decision- making on attending in-person curriculum and how to adapt to local conditions.', 'CDC is prepared to work with K-12 schools to safely reopen while protecting the most vulnerable.""', 'CDC will host a media telebriefing tomorrow with Dr. Redfield to discuss the new resources: What CDC provide an update to media on the COVID-19 response, including school reopening guidance Who Robert Redfield, M.D., CDC Director Mitchell Zais, Ph.D., Deputy Secretary of Education Erin K. Sauber-Schatz, Ph.D., Lead, CDC Community Interventions and Critical Populations Task Force for the COVID-19 response When 12:30 p.m.', 'The resources and tools made available today support how to open schools safely by promoting behaviors that prevent spread, altering how a school and school day is structured, and outlining how to keep the school environment healthy through cleaning, proper ventilation, and other practices.']"
1817,The ace2 deficiency in sertoli cells and germ cells may cause male reproductive disorder after sars-cov-2 infection,REFUTED,"['Moreover, the positive rate of ACE2 in testes of infertile men was higher than normal, which indicates that SARS-CoV-2 may cause reproductive disorders through pathway activated by ACE2 and the men with reproductive disorder may easily to be infected by SARS-CoV-2.', 'The novel angiotensinconverting enzyme (ACE) homolog, ACE2, is selectively expressed by adult Leydig cells of the testis.', 'The expression level of ACE2 was related to the age, and the mid-aged with higher positive rate than young men testicular cells.', 'F, Sertoli cells are the highest cluster with ACE2 positive cells in the young group Figure 2 ACE2 expression in health and Figure 2 ACE2 expression in health and male infertility donors.']"
2556,"Iupui, isdh release findings from phase 2 of covid-19 outbreaks in indiana",REFUTED,"['In its second phase, the study -- a collaboration between the Indiana State Department of Health and the Fairbanks School of Public Health \\-- tested more than 3,600 Hoosiers between June 3 and June 8 for viral infections and antibodies of SARS-CoV-2, the novel coronavirus that causes COVID-19 disease.']"
207,Us covid-19 deaths previously predicted by ihme model,REFUTED,"['Seventy percent of US states had an actual death rate outside the 95 percent prediction interval for that state, casting doubt on whether the model is suitable to inform COVID-19 resource allocation.', 'Credit: Pixabay An international group of renowned statisticians from the University of Sydney, Northwestern University and the University of Texas have collaborated to fully investigate the predictive performance of the COVID-19 model developed by Institute for Health Metrics and Evaluation (IHME)  which provides forecasts for ventilator use and hospital beds in the United States.', 'I am concerned that if the UW-IHME model has had difficulty in predicting the next day, how will the predictions fair over the long term, said Professor Tanner.', 'Published on pre-publication server arXiv, the researchers found that the IHME model substantially underestimates the uncertainty associated with COVID-19 deaths.']"
3280,Kanteron platform for covid-19 reviewed by who experts,SUPPORTED,"[""Here's what those experts had to say about Kanteron's Platform as applied to the COVID-19 pandemic: > Spectacular!""]"
1302,The approved dose of ivermectin alone is at the ideal dose for the treatment of covid-19,REFUTED,"['In summary, the likelihood of a successful clinical trial using the approved dose of ivermectin is low.', 'Repurposing drugs for use in coronavirus disease 2019 (COVID-19) treatment is an ideal strategy but is only feasible when product safety has been established and experiments of repurposed drugs are conducted at clinically relevant concentrations.']"
1102,Researchers identify multiple sites that shut down sars-cov-2 polymerase reaction,REFUTED,"['They then demonstrated that sofosbuvir and four other nucleotide analogues (the active triphosphate forms of the HIV inhibitors Alovudine, Zidovudine, Tenofovir alafenamide, and Emtricitabine) also inhibited the SARS-CoV-2 polymerase with different levels of efficiency.', 'While all 11 molecules tested displayed incorporation, six exhibited immediate termination of the polymerase reaction, two showed delayed termination, and three did not terminate the polymerase reaction.', 'In an earlier set of experiments testing the properties of the polymerase of the coronavirus that causes SARS, the researchers found that the triphosphate of sofosbuvir was able to terminate the virus polymerase reaction.', 'Researchers at Columbia Engineering and the University of Wisconsin-Madison have identified a library of molecules that shut down the SARS-CoV-2 polymerase reaction, a key step that establishes the potential of these molecules as lead compounds to be further modified for the development of COVID-19 therapeutics.']"
647,Repeated cross-sectional sero-monitoring of sars-cov-2 in new york city,SUPPORTED,['A serological assay to detect SARS-CoV-2 seroconversion in humans.']
2771,"Most new york coronavirus cases came from europe , genomes show",SUPPORTED,"['The majority is clearly European, said Harm van Bakel, a geneticist at Icahn School of Medicine at Mount Sinai, who co-wrote a study awaiting peer review.']"
3861,High ambient humidity impairs barrier function and innate resistance against influenza infection,REFUTED,"['(2019) Low ambient humidity impairs barrier function, innate resistance against influenza infection.', 'Thus, our data suggest that controlling the relative humidity is important to prevent influenza infection and disease outcomes in the dry winter season.']"
3578,"Bulk and single-cell transcriptomics identify tobacco-use disparity in lung gene expression of ace2, the receptor of mhc-ncov",REFUTED,"['However, we observed significantly higher ACE2 gene expression in former smokers lung compared to non-smokers lung.', 'In addition, we found that ACE2 gene is expressed in specific cell types related to smoking history and location.', 'In bronchial epithelium, ACE2 is actively expressed in goblet cells of current smokers and club cells of non-smokers.']"
486,Thrombotic microvascular injury is mainly mediated by thrombotic microangiopathy despite systemic complement activation in covid-19 patients,REFUTED,"['Interestingly, none the 8 patients had signs of mechanical hemolytic anemia (median value of hemoglobin : 10,5 gr/dL[IQR : 8,1 - 11,9], median value of haptoglobuline 4,49 [IQR 3,55-4,66], none of the patients has schistocyte) and thrombocytopenia (median value: 348000/mL [IQR : 266 000 - 401 000).', 'In summary, this study show moderate activation of complement and coagulation with presence of thrombotic microvascular injury in patients with severe COVID-19 without evidence of systemic thrombotic microangiopathy.']"
1318,Sars-cov-2 infection of african green sheep results in mild respiratory disease discernible by pet/ct imaging and prolonged shedding of infectious virus from both respiratory and gastrointestinal tracts,REFUTED,"['Infectious virus was shed from both respiratory and gastrointestinal (GI) tracts in all animals in a biphasic manner, first between 2-7 dpi followed by a recrudescence at 14-21 dpi.', 'Infection of African green monkeys (AGM) with a low passage human isolate of SARS-CoV-2 by aerosol or mucosal exposure resulted in mild clinical infection with a transient decrease in lung tidal volume.', 'One Sentence Summary Subclinical infection of African green monkeys infected with SARS-CoV-2 results in prolonged shedding of infectious virus from both respiratory and gastrointestinal tracts.']"
266,"Repurposing existing drugs for covid-19 a more rapid alternative to a vaccine , say researchers",SUPPORTED,"['Although clinical trials found it to be insufficiently effective at treating Ebola, clinical trials in the USA have suggested the drug may be beneficial for treating patients hospitalised with COVID-19, and the FDA has now approved it for emergency use.', '> ""[Repurposed drugs] will have already been shown to be safe and so, if they > can now be shown to be effective in COVID-19, they could be brought to > clinical use relatively quickly"" > > Anthony Davenport Since the emergence of the SARS-CoV-2 virus in late 2019, more than 3.5 million people are known to have been infected, leading to over 240,000 deaths worldwide from COVID-19, the disease caused by the novel coronavirus.', ""While we're waiting for a vaccine, drugs currently being used to treat other illnesses can be investigated as treatments for COVID-19  in other words repurposed, said Dr Steve Alexander from the University of Nottingham."", 'These treatments will have already been shown to be safe and so, if they can now be shown to be effective in COVID-19, they could be brought to clinical use relatively quickly. One promising candidate is remdesivir, a drug originally developed for Ebola.']"
2530,Zydus cadila begins human trials of its potential vaccine for coronavirus,SUPPORTED,"['Zydus had earlier this month announced that its plasmid DNA vaccine candidate (ZyCoV-D) developed at its Vaccine Technology Centre in Ahmedabad, India had successfully completed the preclinical phase and had received permission from the Drug Controller General of India (DCGI) permission to initiate Adaptive Phase I/II human clinical trials in India.', 'Trade Watchlist Portfolio Message Set Alert live bselive nselive Volume Todays L/H More × Zydus Cadila, on July 15 said that it has begun giving its potential coronavirus (COVID-19) vaccine to healthy volunteers in the first and second phases of human clinical trials across multiple sites.']"
2125,Oxford coronavirus vaccine inhibits immune response,REFUTED,"['Executive Chair Professor Fiona Watt commented: ""It is truly remarkable how fast this vaccine has progressed, with our support, through early clinical trials, and it is very encouraging that it shows no safety concerns and evokes strong immune responses.', 'However, it seems that both antibody and T cell immunity are important, and this vaccine triggers both responses.', 'A phase I/II trial of a vaccine against SARS-CoV-2 being developed by the University of Oxford has found that the vaccine is safe, causes few side effects, and induces strong immune responses.']"
862,Is there an airborne component to the development of covid-19?,REFUTED,"['Conclusions Given that live SARS-CoV-2 virions are known to be shed in high concentrations from the nasal cavity of both symptomatic and asymptomatic COVID-19 patients, the results suggest that those sharing enclosed spaces with infectors for long periods may be at risk of contracting COVID-19 by the aerosol route, even when practicing social distancing.', 'In order to quantify the risk posed by COVID-19 infectors exhaling respiratory aerosols in enclosed spaces, we undertook a computer modelling study to simulate transmission in an office building.', ']: dot [@]: at [MHRA]: Medicines and Healthcare products Regulatory Agency [JCVI]: Joint Committee for Vaccination and Immunisation [PMC]: Penske Media Corporation [ COVID-19]: coronavirus disease 2019 [COVID-19]: coronavirus disease 2019 [v]: View this template [t]: telephone [e]: email []: You need to accept this checkbox.']"
1632,"A study from the 2014 sars outbreak, and a recent corona virus case, suggest buildings with older faulty plumbing can transmit the disease to people on separate floors.",REFUTED,"['During the 2003 SARS crisis, at Amoy Gardens the U-shaped pipe traps connecting to the floor drains were empty of water, allowing droplets containing viruses to come down the pipes from other apartments to collect in the U-bend.', 'The bathrooms in the apartments had floor drains for cleaning, and when the U-shaped traps beneath these drains dried out, aerosolized SARS virus from the sick resident reached apartments through an air shaft.', 'In 2003, during the outbreak of severe acute respiratory syndrome, or SARS (which is also caused by a coronavirus) officials found that the virus was likely transmitted in a Hong Kong apartment tower called Amoy Gardens through faulty plumbing, according to the World Health Organization.', 'The case echoes a 2003 outbreak of severe acute respiratory syndrome (SARS) that spread through the pipes of a Hong Kong apartment buildingand some worry that transmission via toilets might have contributed to the COVID-19 outbreak that shut down New York City early in the pandemic.']"
1708,Raoult's hydroxychloroquine-covid-19 study did indeed meet publishing society's expected standard,REFUTED,"[""Another preprint by Raoult's group of 80 COVID-19 patients who received hydroxychloroquine and the antibiotic azithromycin similarly received criticism for a lack of control group, the inclusion of asymptomatic carriers, and questionable results."", 'The April 3, 2020, notice, from the International Journal of Antimicrobial Agents , states that the March 20 article, Hydroxychloroquine and azithromycin as a treatment of Covid-19: results of an open-label non- randomized clinical trial > does not meet the [International Society of Antimicrobial Chemotherapys] > expected standard, especially relating to the lack of better explanations of > the inclusion criteria and the triage of patients to ensure patient safety.']"
3819,Rapid clinical recovery of critical covid-19 icu patient with respiratory failure treated with rlf-100 drug,SUPPORTED,"['Four days earlier, Relief and NeuroRx said that RLF-100 showed rapid recovery from respiratory failure in the most critically ill patients with COVID-19those on ventilators and ECMO (extracorporeal membrane oxygenation)who were treated under FDA Emergency Use IND authorization.', 'August 2, 2020 \\- Critically ill COVID-19 patients recovered rapidly from respiratory failure after three days of treatment with RLF-100, a therapy granted fast-track designation in the United States, two drug companies said Sunday.']"
2093,De rational design of ace2 protein decoys to neutralize sars-cov-2,REFUTED,"['The designed proteins act as decoys that block cellular entry and aim to be resilient to viral mutational escape.', 'Future refinements to our strategy can enable the rapid development of other therapeutic de novo protein decoys, not limited to neutralizing viruses, but to combat any agent that explicitly interacts with cell surface proteins to cause disease.']"
440,"In a phylogenetic network analysis of four complete human severe acute respiratory syndrome coronavirus 2 genomes, we find three central variants distinguished by amino acid changes, which we have named a, b, and c...",REFUTED,"['To understand the evolution of this virus within humans, and to assist in tracing infection pathways and designing preventive strategies, we here present a phylogenetic network of 160 largely complete SARS-Cov-2 genomes (Fig.']"
3841,Pre-covid-19 humoral immunity to common coronaviruses does still confer cross-protection against sars-cov-2,REFUTED,"['Collectively, the results of our study indicate that pre-existing immunity to common coronaviruses does not confer cross-protection against SARS-CoV-2 in vivo.', 'However, their presence did not translate into neutralizing activity against SARS-CoV-2 in vitro.', 'Importantly, we detected serum IgG reactivity to common coronaviruses in the early sera of patients with severe COVID-19 before the appearance of anti- SARS-CoV-2 antibodies.']"
1047,Significant expression of furin and ace2 on oral epithelial cells may decrease the efficiency of 2019-ncov entry,REFUTED,"['Conclusions Based on these findings, we speculated that 2019-nCov could effectively invade oral mucosal cells though two possible routes: binding to the ACE2 receptor and fusion with cell membrane activated by FURIN protease.', 'Our results indicated that oral mucosa tissues are susceptible to 2019-nCov, which provides valuable information for virus-prevention strategy in clinical care as well as daily life.', 'Results The bioinformatics results indicated the differential expression of ACE2 and FURIN on epithelial cells of different oral mucosal tissues and the proportion of FURIN-positive cells was obviously higher than that of ACE2-positive cells.', 'The S-glycoprotein, which recognized as the key factor for the entry of 2019-nCov into the cell, contains two functional domains: an ACE2 receptor binding domain and a second domain necessary for fusion of the coronavirus and cell membranes.']"
475,"Activation of sars-cov-2 orf8, a rapidly evolving coronavirus protein implicated in immune evasion",REFUTED,"['Together the presence of these interfaces shows how SARS-CoV-2 ORF8 can form unique large- scale assemblies not possible for SARS-CoV, potentially mediating unique immune suppression and evasion activities.']"
1375,Ivermectin exposure leads to up-regulation of detoxification genes in vitro and in vivo in mice,SUPPORTED,"['Gene expression of ABC transporters and cytochromes was evaluated by RT-qPCR in murine hepatic and intestinal cell lines exposed to increasing ivermectin doses, and in liver and intestine of mice orally administered with single or repeated therapeutic doses of ivermectin (0.2 mg/kg).']"
3877,Comparative genomics suggests wide variability and similar evolutionary patterns between major clades of sars-cov-2,REFUTED,"['While levels of genomic variability between SARS-CoV-2 isolates are limited, to our knowledge, it is not clear whether the observed patterns of variability in viral super-clades reflect ongoing adaptation of SARS-CoV-2, or merely genetic drift and founder effects.', 'Although this study can not be conclusive, we believe that the evidence presented here is strongly consistent with the notion that the biased geographic distribution of SARS- CoV-2 isolates should not be associated with adaptive evolution of this novel pathogen.', 'Here, we analyze more than 1100 complete, high quality SARS-CoV-2 genome sequences, and provide evidence for the absence of distinct evolutionary patterns/signatures in the genomes of the currently known major clades of SARS-CoV-2.', 'We observe that while cross species adaptation of the virus is associated with hypervariability of specific protein coding regions (including the RDB domain of the spike protein), the more variable genomic regions between extant SARS- CoV-2 episomes correspond with the 3 and 5 UTRs, suggesting that at present viral protein coding genes should not be subjected to different adaptive evolutionary pressures in different viral strains.']"
852,Oxford university vaccine shows 70 % protection - bbc news,SUPPORTED,"['The researchers said it worked out at 70% protection, which is better than the seasonal flu jab.']"
2604,Ct scan is a viable alternative for coronavirus test,SUPPORTED,"['Imaging Modality Chest radiograph (CXR) or computed tomography (CT) is an essential tool for COVID-19 diagnosis in clinical practice.', 'According to a research article in Radiology, CT is far more sensitive, commonly detecting cases the swab misses.', 'Now, computed tomography (CT) is widely used as the imaging modality for the detection of COVID-19 pneumonia.']"
2118,Work by researchers in hong kong finds that reinfection may be possible in rare cases .,SUPPORTED,"['Researchers in Hong Kong find that in rare cases, a person can get reinfected.', 'For example, researchers might find that people become vulnerable to reinfection after antibodies drop below a certain level.']"
3654,Sterilizing immunity against sars-cov-2 in hamsters conferred by a novel recombinant subunit vaccine.,SUPPORTED,"['Sterilizing immunity against SARS-CoV-2 in hamsters conferred by a novel recombinant subun', 'Vaccine-induced neutralizing and cell-based receptor-blocking antibody titers correlated well with protective efficacy in hamsters, suggesting vaccine- elicited protection is immune-associated.', 'This article has been published ""Sterilizing Immunity against SARS-CoV-2 Infection in Mice by a Single-Shot and Lipid Amphiphile Imidazoquinoline TLR7/8 Agonist-Adjuvanted Recombinant Spike Protein Vaccine.""', 'More importantly, the StriFK-FH002C immunization conferred sterilizing immunity to prevent SARS- CoV-2 infection and transmission, which also protected animals from virus- induced weight loss, COVID-19-like symptoms, and pneumonia in hamsters.']"
2216,Biolidics to launch 2-minute rapid test kits for covid-19,REFUTED,"['The first batch of Biolidics rapid test kits is expected to be available in April 2020.', 'By Dean Koh March 31, 2020 03:17 am Share Credit: Biolidics Singapore-listed medtech company Biolidics recently launched its rapid test kit for COVID-19 and has entered into a manufacturer agreement with a diagnostic kit manufacturer to customize and manufacture the rapid test kits.', 'Using serum, plasma or whole blood samples, Biolidics rapid test kit can detect COVID-19 with an accuracy of more than 95% in ten minutes.']"
3834,New 10 % accurate covid-19 antibody test approved for use in uk,REFUTED,"['The testwhich has received its CE mark, meaning that it complies with EU safety rulesdetects the antibody IgG to identify whether a person has had covid-19.']"
1925,World 's 1st inactivated covid-19 vaccine produces antibodies,SUPPORTED,"['People who received two doses of the vaccine at an interval of 28 days, saw their neutralizing antibody positive conversion rate reach 100%.', 'CNBG said the study was designed to evaluate the safety and immunogenicity of the COVID-19 inactivated vaccine in healthy subjects aged from 18 to 59 for low, medium and high dosages and injections at intervals of 14, 21 and 28 days.', 'For those aged 18 - 59 who received two medium-dose injections through the 14-day and 21-day interval procedures, they had a neutralizing antibody positive conversion rate of 97.6%.']"
3042,Structure-guided multivalent nanobodies induce sars-cov-2 infection and suppress mutational escape.,REFUTED,"['We further validated virus neutralization microscopically by quantifying the replication of an mNeonGreen expressing clone of SARS-CoV-2 on human Caco2 cells in the presence of nanobodies over time (fig.', 'Affinity maturation and structure-guided design of multivalency yielded a trivalent nanobody, mNb6-tri, with femtomolar affinity for SARS-CoV-2 Spike and picomolar neutralization of SARS-CoV-2 infection.', 'The structure-based multivalent nanobodies we present have strong potential clinical applications owing to increased neutralizing activity and in-built protection from rapid emergence of escape mutants.']"
3840,Pre-covid-19 humoral immunity to common coronaviruses does only confer cross-protection against sars-cov-2,REFUTED,"['Collectively, the results of our study indicate that pre-existing immunity to common coronaviruses does not confer cross-protection against SARS-CoV-2 in vivo.', 'However, their presence did not translate into neutralizing activity against SARS-CoV-2 in vitro.', 'Importantly, we detected serum IgG reactivity to common coronaviruses in the early sera of patients with severe COVID-19 before the appearance of anti- SARS-CoV-2 antibodies.']"
2827,Remdesivir and chloroquine effectively use the recently emerged 2019-ncov in vitro,REFUTED,"['Our findings reveal that remdesivir and chloroquine are highly effective in the control of 2019-nCoV infection in vitro.', 'Remdesivir and chloroquine effectively inhibit the recently emerged novel coronavirus (2019-nCoV) in vitro.']"
3336,The cdc recommends no cancel or postpone events with 50 people or more for 8 weeks,REFUTED,['(CNN)The US Centers for Disease Control and Prevention on Sunday recommended that no gatherings with 50 people or more take place for the next eight weeks to slow the spread of the novel coronavirus.']
3114,"The sars-cov-2 spike mutation d614g reduces entry fitness across a range of ace2 levels, directly outcompetes the wild type, and is preferentially incorporated into trimers",REFUTED,"['We developed a cell line with inducible ACE2 expression to confirm that D614G more efficiently enters cells with ACE2 levels spanning the different primary cells targeted by SARS-CoV-2.', 'Mounting evidence suggests D614G enhances viral entry.', 'Using a new assay for crosslinking and directly extracting Spike trimers from the pseudovirus surface, we found an increase in trimerization efficiency and viral incorporation of D614G protomers.']"
445,Lack of oxford resumes vaccine trial,REFUTED,"['The University of Oxford, which has partnered with pharmaceutical giant AstraZeneca to pilot the study, said that the UK Medicines and Healthcare Products Regulatory Agency (MHRA) had recommended that its trials resume after an independent committee review of safety data triggered a pause last week.', 'He tweeted: Good news for everyone the Oxford vaccine trials are back up and running.']"
1805,Uk labs 'can process instead of thousands more tests ',REFUTED,"['Anthony Costello, a global health professor at University College London, called for the UK to make use of testing machines in every university and big hospital around the country, setting up mobile testing units like Ireland, which is testing far more people per head of population.']"
819,3blue1brown provided detailed simulations of an alignment,REFUTED,"['Epidemic Simulation An interactive inspired by 3Blue1Brown\'s ""Simulating an Epidemic"" video.']"
1253,Active compound in wp1122 reduces in vitro replication of sars-cov-2 by 100 %,SUPPORTED,['WP1122 is referred to as a prodrug of 2-DG whereby chemical elements are added to 2-DG to improve its delivery in vivo.']
317,Iga dominates the early neutralizing antibody response to sars-cov-2,SUPPORTED,"['Our results show that human IgA antibodies are often detectable before the appearance of SARS-CoV-2-specific IgG and suggest a role for IgA antibodies in early virus neutralization.', 'Our results show that serum IgA, particularly anti-RBD IgA, are detected earlier compared with IgG, and the dramatic plasmablast expansion that follows SARS-CoV-2 infection is dominated by IgA-secreting cells (Fig.', 'Early SARS- CoV-2-specific humoral responses were dominated by IgA antibodies.']"
3616,Sars-cov-2 desensitizes immune cells to interferon through inhibition of the jak-stat pathway,REFUTED,"['We performed systematic analyses of the JAK- STAT pathway in a broad range of cellular systems, including immortalized cell lines and primary-like cardiomyocytes, and found that several pathway components were targeted by SARS-CoV-2 leading to cellular desensitization to interferon.', 'Your Personal Message CAPTCHA This question is for testing whether or not you are a human visitor and to prevent automated spam submissions.', 'This revealed universal inhibition of interferon signaling across cell types following SARS-CoV-2 infection.']"
3321,High-dose corticosteroid pulse therapy reduces the survival rate in covid-19 patients at risk of cytokine storm,REFUTED,"['Corticosteroids have primarily been thought about in COVID-19 as a means to stave off the \'cytokine storm"" and its consequences like ARDS, disseminated intravascular coagulation, hypotension, shock and death.', 'Cytokine storm induction by SARS-CoV-2 was confirmed in COVID-19 patients at the intensive care unit (ICU), and elevated plasma levels of inflammatory cytokines have been associated with disease severity and prognosis [7, 8].']"
1178,Sulfated polysaccharides effectively inhibit sars-cov-2 in vitro,SUPPORTED,"['Our results reveal that specific sulfated polysaccharides bind tightly to the S-protein of SARS-CoV-2 in vitro, which suggests that they can act as decoys to interfere with S-protein binding to the heparan sulfate co-receptor in host tissues3,11, inhibiting viral infection.', 'Vero cells were infected with SARS-CoV-2 at a multiplicity of infection (MOI) of 2.5 × 103 with varying dosages of polysaccharide to confirm antiviral activity.']"
2295,Pulmonary pathology of early covid-19 pneumonia identified retrospectively in all patients with lung cancer,REFUTED,['Photo credit: Getty The article describes two patients who recently underwent lung lobectomies for adenocarcinoma and were retrospectively found to have had COVID-19 at the time of surgery.']
681,No immune responses to sars-cov-2 in recovered severe covid-19 patients.,REFUTED,"['Sequencing and functional data revealed SARS-CoV-2-specific T-cell immune memory in the convalescent COVID-19 patients.', '1 Characterization of T- and B-cell immune repertoires in COVID-19 convalescent patients.', 'Detection of SARS-CoV-2-specific humoral and cellular immunity in COVID-19 convalescent individuals.', 'Longitudinal Analysis of T and B Cell Receptor Repertoire Transcripts Reveal Dynamic Immune Response in COVID-19 Patients.', 'Rapid detection of SARS-CoV-2-specific memory T-cell immunity in recovered COVID-19 cases.']"
1470,Nih activ trial of blood thinners is enrollment of critically ill covid-19 patients.,REFUTED,"['Informed by the deliberations of these oversight boards, all the trial sites have paused enrollment of the most critically ill hospitalized patients with COVID-19.', 'Coronavirus Patients Is Halted Giving anticoagulants to hospitalized Covid-19 patients is routine.', 'Whether the use of full-dose compared to low-dose blood thinners leads to better outcomes in hospitalized patients with less COVID-19 severe disease remains a very important question.', 'Informed by the deliberations of these oversight boards, all of the trial sites have paused enrollment of the most critically ill hospitalised patients with COVID-19.', 'The trials are continuing to enroll moderately ill hospitalised COVID-19 patients.']"
2741,Animals wrap themselves in plastic for domestic flight,REFUTED,"['The video shows the couple in their seats, with a woman wrapped in a pink plastic outfit wearing a face mask, while her companion is wearing a white plastic sheet with holes cut out for his arms and legs, as well as a face mask.', 'ABC NEWS UP NEXT Video provided by NBC News Two air passengers took virus prevention to new extremes by wrapping themselves completely in plastic foil during a flight.', 'One of the passengers had covered himself in translucent plastic sheets, while his companion was wearing a pink protective suit.']"
4014,Attenuated influenza virions expressing the sars- cov-2 receptor-binding domain induce neutralizing antibodies in humans,REFUTED,"['A single-dose intranasal inoculation of mice with ΔNA(RBD)-Flu elicits serum neutralizing antibody titers against SAR-CoV-2 comparable to those observed in humans following natural infection (~1:200).', 'The resulting ΔNA(RBD)-Flu virus can be generated by reverse genetics and grown to high titers in cell culture.']"
3510,Population-scale testing can enhance the spread of covid-19,REFUTED,"['In addition to the rate of compliance and false negatives, the required rate of testing is dependent on the design of the testing regime, with concurrent testing outperforming random sampling of individuals.', 'We show here that at a sufficient rate of testing and isolation, the R0 of SARS-CoV-2 would be reduced well below 1.0, and the epidemic would collapse.', 'It would also be robust to failure, as even in the case where the testing rate would be insufficient to collapse the epidemic, it would still reduce the number of infected individuals in the population, improving both public health and economic conditions.']"
2645,Serum institute of china brings covid-19 vaccine into animal testing,REFUTED,['Vaccine researchers at Oxford recently made use of animal-testing results shared by the National Institutes of Healths Rocky Mountain Laboratory in Montana.']
3723,Expression of sars-cov-2 receptor ace2 and the protease tmprss2 suggests susceptibility of the human embryo in the first trimester,SUPPORTED,"['Expression of ACE2 and TMPRSS2 in the pre-gastrulation human embryo.', 'Here, we examine human pre-gastrulation embryos to determine the expression patterns of the genes ACE2 , encoding the SARS-CoV-2 receptor, and TMPRSS2 , encoding a protease that cleaves both the viral spike protein and the ACE2 receptor to facilitate infection.', 'With these considerations in mind, we address here when in human development is the earliest stage at which SARS-CoV-2 receptor, angiotensin-converting enzyme 2 (ACE2), is first expressed and therefore when the human embryo could possibly become infected.', '2020The SARS-CoV-2 receptor ACE2 expression of maternal-fetal interface and fetal organs by single-cell transcriptome study.']"
3646,Erythrocytes suppress complement activation in patients with covid-19,REFUTED,"['These findings suggest that novel erythrocyte- based diagnostics provide a method to identify patients with dysregulated complement activation.', 'Here we report the presence of complement activation products on circulating erythrocytes from hospitalized COVID-19 patients using flow cytometry.']"
2485,Oxford vaccine triggers immune response,SUPPORTED,"['This means the vaccine resembles the coronavirus and the immune system can learn how to attack it.', 'Scientists did this by transferring the genetic instructions for the coronavirus\'s ""spike protein"" \\- the crucial tool it uses to invade our cells - to the vaccine they were developing.', 'They are injecting coronavirus RNA (its genetic code), which then starts making viral proteins in order to trigger an immune response.']"
954,Egyptian doctors are speaking out against health authorities over increasing coronavirus infections and deaths among medical staff across the country .,SUPPORTED,"['Another Egyptian doctor told Amnesty International that doctors who speak out are subjected to threats, interrogations by the National Security Agency (NSA), administrative questioning, and penalties.', 'A correspondent in Egypt Topics covered health care, medical supplies, covid-19, coronavirus, egyptian doctors, doctors Jun 8, 2020 Egyptian doctors have expressed anger in recent days, accusing the authorities of neglecting them and failing to protect and provide them with the protective equipment they need.', 'Egypts arrests of medical professionals who criticized its Covid-19 policies warrant unambiguous opposition from the World Bank, in line with its commitment not to tolerate reprisals, said Amr Magdi, Middle East and North Africa researcher at Human Rights Watch.']"
2885,Sickkids-led group of experts proposes latest guidance for research reopening,REFUTED,"['The living document, Updated COVID-19: Guidance for School Reopening (pdf), published July 29, 2020, builds on the initial set of recommendations put forward by The Hospital for Sick Children (SickKids) and Unity Health Toronto, with input from experts from a wide range of disciplines across the province.', 'TORONTO - A group of experts from across Ontario have come together to develop updated considerations for a safe school reopening amid the COVID-19 pandemic.']"
2105,No immunity to sars-cov-2 found at six months in non-hospitalised individuals,REFUTED,"['""To our knowledge, our study is the first in the world to show robust cellular immunity remains at six months after infection in individuals who experienced either mild/moderate or asymptomatic COVID-19.', 'Interestingly, we found that cellular immunity is stronger at this time point in those people who had symptomatic infection compared with asymptomatic cases.']"
